id,Registration_Interval_Days,Age,City,Country,Recruitment_Generation,Gender,Number_of_Recruits,Heard_From,Recruiter_id,Recruiter_Age,Recruiter_City,Recruiter_Country,Recruiter_Gender,Recruiter_Number_of_Recruits,Recruiter_Heard_From,Same_Heard_From_as_Recruiter,Location_Comparison,Recruiter_Join_Date_Numeric_Days,,Same_Gender_as_Recruiter,Heard_Through_Medium,Recruiter_Heard_Through_Medium,Heard_Through_Same_Medium_as_Recruiter,Same_Age_as_Recruiter,Distance_from_Recruiter,Same_City_as_Recruiter,Same_Country_as_Recruiter,Has_Recruits
209,20.0944,2,Farnborough,United Kingdom,1,female,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,1,1,4,0,1,221.425,0,1,FALSE
210,4.2867,unknown,Corpus Christi,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,0,0,6,2,2,3083.01,0,1,FALSE
211,20.095,unknown,Farnborough,United Kingdom,1,male,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,0,4,4,1,2,221.425,0,1,FALSE
212,4.3012,unknown,,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,2463.78,2,1,FALSE
213,4.3024,2,Bismarck,United States,1,female,4,100,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,0,4,6,0,1,1625.44,0,1,TRUE
214,4.303,unknown,,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,2463.78,2,1,FALSE
215,0.0646,3,Leicester,United Kingdom,2,male,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,1,4,4,1,1,326.291,0,1,FALSE
216,4.3156,2,Atlanta,United States,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,0,6,2,1,3506.78,0,1,FALSE
217,4.3187,unknown,,United Kingdom,1,male,2,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,TRUE
218,4.3197,3,Titusville,United States,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,4,6,0,0,4134.95,0,1,FALSE
219,4.3264,unknown,,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,2463.78,2,1,FALSE
220,0.0819,3,Elizabethtown,United States,2,female,0,0,170,unknown,Cincinnati,United States,female,2,0,2,Different City,15153.16376,,1,1,0,2,2,687.325,0,1,FALSE
221,4.3353,unknown,Kelowna,Canada,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,328.096,0,0,FALSE
222,4.3461,3,,United States,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,6,6,1,0,2463.78,2,1,FALSE
223,4.3467,2,Toronto,Canada,1,female,1,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,1,3326.16,0,0,TRUE
224,4.3504,2,Corpus Christi,United States,1,female,0,1,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,0,6,6,1,1,3083.01,0,1,FALSE
225,4.3538,unknown,San Antonio,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,1,0,6,2,2,2874.83,0,1,FALSE
226,0.0597,2,San Francisco,United States,2,male,0,1,213,2,Bismarck,United States,female,4,100,0,Different City,15153.2216,,0,10,4,0,1,2034.36,0,1,FALSE
227,4.3657,unknown,,United States,1,male,2,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,2463.78,2,1,TRUE
228,0.0698,2,Bismarck,United States,2,male,0,2,213,2,Bismarck,United States,female,4,100,0,Same City,15153.2216,,0,0,4,2,1,0,1,1,FALSE
229,0.0706,unknown,,United States,2,female,0,0,213,2,Bismarck,United States,female,4,100,2,unknown,15153.2216,,1,4,4,1,2,1158.84,2,1,FALSE
230,4.3769,unknown,Saint Clair Shores,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,1,0,6,2,2,3116.29,0,1,FALSE
231,4.3891,1,Claremont,United States,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,5,6,0,0,1551.22,0,1,FALSE
232,0.09,unknown,,United States,2,male,0,0,213,2,Bismarck,United States,female,4,100,2,unknown,15153.2216,,0,1,4,0,2,1158.84,2,1,FALSE
233,4.3928,unknown,Marietta,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,0,0,6,2,2,3481.14,0,1,FALSE
234,4.396,1,Claremont,United States,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,5,6,0,0,1551.22,0,1,FALSE
235,4.4017,3,Racine,United States,1,female,1,5,97,2,Seattle,United States,male,305,5,1,Different City,15148.91922,,0,4,6,0,0,2739.47,0,1,TRUE
236,0.0436,unknown,Scottsbluff,United States,2,female,0,0,227,unknown,,United States,male,2,0,2,unknown,15153.28494,,0,0,0,2,2,864.189,2,1,FALSE
238,0.1701,unknown,Yellowknife,Canada,2,female,0,0,190,3,Coquitlam,Canada,male,2,100,2,Different City,15153.1877,,0,4,4,1,2,1553.22,0,1,FALSE
239,4.4448,unknown,Windsor,Canada,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,3117.85,0,0,FALSE
240,4.4638,3,Bristol,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,0,6,2,0,7600.93,0,0,FALSE
241,0.217,unknown,Fort Smith,United States,2,female,0,0,174,unknown,Rogers,United States,female,1,0,2,Different City,15153.16667,,1,4,0,2,2,108.219,0,1,FALSE
244,4.5027,2,,,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,6,6,1,1,0,2,2,FALSE
245,4.5039,3,Freiburg,Germany,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,8349.08,0,0,FALSE
247,4.5151,2,Sterling,United States,1,female,1,3,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,0,4,6,0,1,3702.5,0,1,TRUE
249,4.5201,unknown,Derby,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7521.51,0,0,FALSE
250,4.5209,unknown,Philadelphia,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,1,0,6,2,2,3820.57,0,1,FALSE
251,0.2769,3,Brighton,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,1,4,0,1,286.717,0,1,FALSE
252,4.5249,unknown,Minden,Germany,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7984.76,0,0,FALSE
253,4.5331,2,Leeds,United Kingdom,1,female,0,4,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,0,6,2,1,7442.35,0,0,FALSE
256,4.5455,2,Vienna,Austria,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,1,8642.51,0,0,FALSE
258,0.0001,3,Heriot,United Kingdom,1,male,13,100,926,unknown,Edinburgh,United Kingdom,unknown,1,0,2,Different City,15156.98098,,2,4,0,2,2,25.1575,0,1,TRUE
259,4.5569,2,,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,6,6,1,1,7229.77,2,0,FALSE
260,4.558,3,Sydney,Australia,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,12474.7,0,0,FALSE
261,4.5594,unknown,Bristol,United Kingdom,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,7600.93,0,0,FALSE
262,4.5616,2,London,United Kingdom,1,male,2,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,1,7701.99,0,0,TRUE
263,4.5619,2,Grimsby,United Kingdom,1,male,1,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,4,6,0,1,7522.94,0,0,TRUE
264,4.5705,2,Billericay,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,4,6,0,1,7714.3,0,0,FALSE
266,4.587,unknown,Harlow,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7688.09,0,0,FALSE
267,4.5872,2,,Germany,1,female,1,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,4,6,0,1,8148.11,2,0,TRUE
268,0.3404,3,Basildon,United Kingdom,2,female,1,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,1,350.431,0,1,TRUE
269,0.3411,unknown,Basildon,United Kingdom,2,female,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,Different City,15153.16722,,0,0,4,2,2,350.431,0,1,FALSE
271,0.0488,2,,United Kingdom,2,female,0,1,258,3,Heriot,United Kingdom,male,13,100,0,unknown,15153.47372,,0,4,4,1,0,50.2472,2,1,FALSE
272,4.6064,2,,United Kingdom,1,female,0,1,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,4,6,0,1,7229.77,2,0,FALSE
273,0.0516,2,Paris,France,2,male,0,2,262,2,London,United Kingdom,male,2,3,0,Different Country,15153.48079,,1,1,4,0,1,343.653,0,0,FALSE
274,4.6163,2,London,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,4,6,0,1,7701.99,0,0,FALSE
275,0.3691,2,Bristol,United Kingdom,2,female,10,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,0,162.127,0,1,TRUE
276,4.6226,unknown,Riga,Latvia,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7984.67,0,0,FALSE
278,4.6259,unknown,Lisbon,Portugal,1,male,2,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,8370.1,0,0,TRUE
279,0.0759,3,Thatcham,United Kingdom,2,female,13,1,258,3,Heriot,United Kingdom,male,13,100,0,Different City,15153.47372,,0,4,4,1,1,496.979,0,1,TRUE
280,4.6363,2,Port Stanley,Canada,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,1,3233.71,0,0,FALSE
281,0.0111,2,,,2,male,0,1,278,unknown,Lisbon,Portugal,male,2,0,2,unknown,15153.54517,,1,4,0,2,2,0,2,2,FALSE
282,0.39,unknown,Newbury,United Kingdom,2,male,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,Different City,15153.16722,,1,0,4,2,2,228.17,0,1,FALSE
283,0.0241,unknown,Middlesbrough,United Kingdom,3,female,2,0,275,2,Bristol,United Kingdom,female,10,1,2,Different City,15153.5363,,1,1,4,0,2,358.604,0,1,TRUE
284,4.642,unknown,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,FALSE
285,4.6441,unknown,Milton Keynes,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7628.75,0,0,FALSE
286,4.6447,3,Brighton,United Kingdom,1,female,1,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7762,0,0,TRUE
287,0.004,2,Liverpool,United Kingdom,4,female,5,1,283,unknown,Middlesbrough,United Kingdom,female,2,0,2,Different City,15153.56042,,1,4,1,0,2,173.228,0,1,TRUE
288,4.6477,2,Guildford,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,5,6,0,1,7707.05,0,0,FALSE
289,0.1025,2,Loughborough,United Kingdom,1,male,0,1,257,2,Glossop,United Kingdom,male,3,100,0,Different City,15153.46845,,1,4,4,1,1,89.6307,0,1,FALSE
291,0.4056,unknown,,United Kingdom,2,female,8,0,175,3,Plymouth,United Kingdom,male,21,3,2,unknown,15153.16722,,0,0,4,2,2,558.803,2,1,TRUE
292,0.0991,3,Milton Keynes,United Kingdom,2,female,2,1,258,3,Heriot,United Kingdom,male,13,100,0,Different City,15153.47372,,0,6,4,0,1,438.544,0,1,TRUE
293,0.0015,unknown,,United Kingdom,3,female,0,0,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,0,2,1,FALSE
294,0.1071,2,Brighton,United Kingdom,2,female,4,3,258,3,Heriot,United Kingdom,male,13,100,0,Different City,15153.47372,,0,6,4,0,0,580.463,0,1,TRUE
295,0.0088,3,Milton Keynes,United Kingdom,3,female,2,0,292,3,Milton Keynes,United Kingdom,female,2,1,2,Same City,15153.57285,,1,1,6,0,1,0,1,1,TRUE
296,4.6626,unknown,Nokia,Finland,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7509.3,0,0,FALSE
297,4.6656,2,Altrincham,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,1,7444.29,0,0,FALSE
299,0.0372,unknown,Worcester,United Kingdom,3,female,0,0,279,3,Thatcham,United Kingdom,female,13,1,2,Different City,15153.54958,,1,4,4,1,2,109.521,0,1,FALSE
300,0.3862,4,Salinas,United States,2,male,0,1,200,3,Boulder Creek,United States,female,1,5,0,Different City,15153.20162,,0,4,100,0,0,64.8825,0,1,FALSE
301,4.6744,3,London,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7701.99,0,0,FALSE
302,4.6759,3,London,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7701.99,0,0,FALSE
303,1.0372,unknown,Wellington,New Zealand,1,female,0,0,136,2,Reading,United Kingdom,female,24,5,2,Different Country,15152.55799,,1,0,4,2,2,18845,0,0,FALSE
304,0.0352,unknown,Port Stanley,Canada,2,male,0,0,286,3,Brighton,United Kingdom,female,1,1,2,Different Country,15153.5639,,0,4,4,1,2,5930.34,0,0,FALSE
305,0.0504,unknown,Bristol,United Kingdom,3,female,0,0,279,3,Thatcham,United Kingdom,female,13,1,2,Different City,15153.54958,,1,4,4,1,2,91.7985,0,1,FALSE
306,4.6815,unknown,,Germany,1,unknown,14,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,2,0,6,2,2,8148.11,2,0,TRUE
307,4.6823,2,Jena,Germany,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,1,8211.59,0,0,FALSE
308,0.1052,2,Leighton Buzzard,United Kingdom,2,male,0,2,267,2,,Germany,female,1,3,0,unknown,15153.50642,,0,1,4,0,1,772.505,2,0,FALSE
309,0.0402,2,Rainford,United Kingdom,3,male,0,1,294,2,Brighton,United Kingdom,female,4,3,0,Different City,15153.58083,,0,4,6,0,1,348.482,0,1,FALSE
311,4.7071,2,,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,4,6,0,1,7229.77,2,0,FALSE
312,0.0622,3,Bristol,United Kingdom,5,male,1,0,287,2,Liverpool,United Kingdom,female,5,1,2,Different City,15153.56438,,0,4,4,1,0,219.044,0,1,TRUE
313,4.7131,unknown,Grimsby,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7522.94,0,0,FALSE
314,1.0756,2,,Germany,1,male,0,3,136,2,Reading,United Kingdom,female,24,5,0,unknown,15152.55799,,0,4,4,1,1,794.263,2,0,FALSE
315,4.7206,3,,United States,1,female,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,0,4,6,0,0,2463.78,2,1,FALSE
316,0.044,2,London,United Kingdom,2,female,0,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,735.491,2,0,FALSE
317,1.0872,unknown,,United States,1,male,0,0,136,2,Reading,United Kingdom,female,24,5,2,unknown,15152.55799,,0,0,4,2,2,7173.75,2,0,FALSE
318,4.7304,2,London,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,1,7701.99,0,0,FALSE
319,0.0238,unknown,Bristol,United Kingdom,6,male,0,0,312,3,Bristol,United Kingdom,male,1,0,2,Same City,15153.62655,,1,1,4,0,2,0,1,1,FALSE
320,0.102,3,Calverton,United Kingdom,3,male,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,0,4,4,1,1,181.921,0,1,FALSE
321,4.7355,unknown,Waterlooville,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7717.74,0,0,FALSE
322,0.1141,3,Calverton,United Kingdom,3,male,0,2,279,3,Thatcham,United Kingdom,female,13,1,0,Different City,15153.54958,,0,4,4,1,1,181.921,0,1,FALSE
323,0.4969,unknown,,United Kingdom,2,unknown,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,unknown,15153.16722,,2,0,4,2,2,558.803,2,1,FALSE
324,0.0659,unknown,Liverpool,United Kingdom,2,male,4,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,1,0,2,2,946.466,2,0,TRUE
325,0.0439,unknown,Heriot,United Kingdom,1,unknown,0,0,310,3,Heriot,United Kingdom,male,3,100,2,Same City,15153.62584,,2,1,0,2,2,0,1,1,FALSE
326,0.0732,unknown,London,United Kingdom,2,male,0,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,1,0,2,2,735.491,2,0,FALSE
327,4.7554,unknown,,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,7229.77,2,0,FALSE
328,0.126,3,Colchester,United Kingdom,3,female,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,1,4,4,1,1,158.608,0,1,FALSE
330,0.128,3,Colchester,United Kingdom,3,female,3,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,1,4,4,1,1,158.608,0,1,TRUE
331,10.8549,2,Oxford,United Kingdom,1,male,0,3,86,3,Oxford,United Kingdom,male,17,3,1,Same City,15142.82505,,1,10,1,0,0,0,1,1,FALSE
332,0.5146,unknown,Leigh,United Kingdom,1,female,0,0,172,2,Preston,United Kingdom,female,1,100,2,Different City,15153.16532,,1,4,1,0,2,32.1004,0,1,FALSE
333,4.7616,unknown,London,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7701.99,0,0,FALSE
334,4.7629,unknown,Taunton,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7616,0,0,FALSE
335,0.1048,3,Cheltenham,United Kingdom,3,female,2,1,294,2,Brighton,United Kingdom,female,4,3,0,Different City,15153.58083,,1,4,6,0,0,180.06,0,1,TRUE
336,4.7703,2,Nottingham,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,0,6,2,1,7531.97,0,0,FALSE
337,0.1373,unknown,Glasgow,United Kingdom,5,female,0,0,287,2,Liverpool,United Kingdom,female,5,1,2,Different City,15153.56438,,1,4,4,1,2,284.946,0,1,FALSE
338,0.5349,3,Brighton,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,1,286.717,0,1,FALSE
339,4.7846,unknown,Balma,France,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,8482.18,0,0,FALSE
340,0.0283,2,Port Stanley,Canada,1,female,8,1,329,unknown,Peterborough,United Kingdom,female,3,0,2,Different Country,15153.67659,,1,1,0,2,2,5843.47,0,0,TRUE
341,0.2335,unknown,,Kuwait,2,male,0,0,258,3,Heriot,United Kingdom,male,13,100,2,unknown,15153.47372,,1,1,4,0,2,4915.93,2,0,FALSE
342,0.0224,3,Gloucester,United Kingdom,4,female,0,1,335,3,Cheltenham,United Kingdom,female,2,1,1,Different City,15153.68566,,1,4,4,1,1,11.7613,0,1,FALSE
343,1.1526,2,Bombay,India,1,male,0,100,136,2,Reading,United Kingdom,female,24,5,0,Different Country,15152.55799,,0,4,4,1,1,7252.51,0,0,FALSE
344,0.2309,2,Grimsby,United Kingdom,2,female,0,1,263,2,Grimsby,United Kingdom,male,1,0,2,Same City,15153.48111,,0,1,4,0,1,9.50E-05,1,1,FALSE
346,4.7977,2,Port Stanley,Canada,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,1,3233.71,0,0,FALSE
347,4.8,3,Abingdon,United Kingdom,1,male,3,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,0,7638.33,0,0,TRUE
348,0.186,unknown,London,United Kingdom,3,female,0,0,275,2,Bristol,United Kingdom,female,10,1,2,Different City,15153.5363,,1,1,4,0,2,170.516,0,1,FALSE
349,0.1871,3,London,United Kingdom,3,female,0,1,275,2,Bristol,United Kingdom,female,10,1,1,Different City,15153.5363,,1,4,4,1,0,170.516,0,1,FALSE
350,0.5588,3,London,United Kingdom,2,female,1,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,1,307.971,0,1,TRUE
351,4.807,unknown,Melbourne,Australia,1,male,1,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,13186.3,0,0,TRUE
352,0.1932,2,,United Kingdom,3,female,0,1,275,2,Bristol,United Kingdom,female,10,1,1,unknown,15153.5363,,1,4,4,1,1,440.012,2,1,FALSE
353,0.0252,2,Port Stanley,Canada,2,male,0,1,340,2,Port Stanley,Canada,female,8,1,1,Same City,15153.70485,,0,1,1,1,1,0,1,1,FALSE
354,10.9067,2,Oxford,United Kingdom,1,male,0,1,86,3,Oxford,United Kingdom,male,17,3,0,Same City,15142.82505,,1,1,1,1,0,0,1,1,FALSE
355,0.1986,4,Hartlepool,United Kingdom,3,female,0,1,275,2,Bristol,United Kingdom,female,10,1,1,Different City,15153.5363,,1,1,4,0,0,371.596,0,1,FALSE
356,0.0176,3,Abingdon,United Kingdom,2,male,4,1,347,3,Abingdon,United Kingdom,male,3,100,0,Same City,15153.71924,,1,1,4,0,1,0,1,1,TRUE
357,0.0119,unknown,Oxford,United Kingdom,3,female,4,0,350,3,London,United Kingdom,female,1,1,2,Different City,15153.726,,1,0,4,2,2,82.4636,0,1,TRUE
358,0.0017,unknown,Oxford,United Kingdom,4,female,0,0,357,unknown,Oxford,United Kingdom,female,4,0,2,Same City,15153.73786,,1,1,0,2,2,0,1,1,FALSE
359,0.002,3,,United Kingdom,4,female,16,1,357,unknown,Oxford,United Kingdom,female,4,0,2,unknown,15153.73786,,1,4,0,2,2,428.254,2,1,TRUE
360,0.0214,3,Abingdon,United Kingdom,2,male,0,1,347,3,Abingdon,United Kingdom,male,3,100,0,Same City,15153.71924,,1,1,4,0,1,0,1,1,FALSE
361,4.8238,unknown,Rumford,United States,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,0,0,6,2,2,3934.86,0,1,FALSE
362,0.0033,unknown,,United Kingdom,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,1,4,0,2,0,2,1,FALSE
363,0.2816,2,London,United Kingdom,1,male,0,1,257,2,Glossop,United Kingdom,male,3,100,0,Different City,15153.46845,,1,4,4,1,1,248.166,0,1,FALSE
364,0.2839,unknown,Arbroath,United Kingdom,2,female,0,0,258,3,Heriot,United Kingdom,male,13,100,2,Different City,15153.47372,,0,1,4,0,2,92.8923,0,1,FALSE
365,0.592,unknown,,,2,female,2,0,175,3,Plymouth,United Kingdom,male,21,3,2,unknown,15153.16722,,0,0,4,2,2,0,2,2,TRUE
366,0.0545,2,Harpenden,United Kingdom,2,female,0,1,340,2,Port Stanley,Canada,female,8,1,1,Different Country,15153.70485,,1,1,1,1,1,5870.11,0,0,FALSE
367,4.8409,2,,Germany,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,4,6,0,1,8148.11,2,0,FALSE
368,0.022,2,Bradford,United Kingdom,5,female,0,1,359,3,,United Kingdom,female,16,1,1,unknown,15153.73987,,1,4,4,1,0,206.49,2,1,FALSE
369,0.1365,2,Heriot,United Kingdom,1,male,0,3,310,3,Heriot,United Kingdom,male,3,100,0,Same City,15153.62584,,1,1,0,2,0,0,1,1,FALSE
370,0.0579,2,Harpenden,United Kingdom,2,female,0,1,340,2,Port Stanley,Canada,female,8,1,1,Different Country,15153.70485,,1,1,1,1,1,5870.11,0,0,FALSE
371,0.0256,3,Wakefield,United Kingdom,4,female,0,1,357,unknown,Oxford,United Kingdom,female,4,0,2,Different City,15153.73786,,1,4,0,2,2,215.511,0,1,FALSE
372,0.1915,2,,United Kingdom,3,female,0,1,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,0,2,1,FALSE
373,0.0452,1,Gloucester,United Kingdom,2,male,0,2,347,3,Abingdon,United Kingdom,male,3,100,0,Different City,15153.71924,,1,1,4,0,0,68.8556,0,1,FALSE
374,0.0061,2,Manchester,United Kingdom,3,female,4,1,365,unknown,,,female,2,0,2,unknown,15153.75918,,1,4,0,2,2,0,2,2,TRUE
375,0.1936,unknown,London,United Kingdom,3,female,0,0,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,482.987,2,1,FALSE
376,0.1945,2,Flitwick,United Kingdom,3,female,8,1,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,422.308,2,1,TRUE
377,0.1949,unknown,Fareham,United Kingdom,3,female,2,0,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,0,0,2,2,524.901,2,1,TRUE
378,0.03,unknown,,United States,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,0,4,2,2,6832.55,2,0,FALSE
379,0.0334,2,Abingdon,United Kingdom,3,male,0,1,356,3,Abingdon,United Kingdom,male,4,1,1,Same City,15153.73688,,1,1,1,1,0,0,1,1,FALSE
380,0.0031,unknown,Brighton,United Kingdom,4,female,0,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,1,4,4,1,2,133.687,0,1,FALSE
382,0.0667,3,Port Stanley,Canada,2,female,0,1,340,2,Port Stanley,Canada,female,8,1,1,Same City,15153.70485,,1,3,1,0,0,0,1,1,FALSE
383,0.032,unknown,London,United Kingdom,5,male,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,0,0,4,2,2,482.987,2,1,FALSE
384,0.0672,4,Port Stanley,Canada,2,male,0,1,340,2,Port Stanley,Canada,female,8,1,1,Same City,15153.70485,,0,1,1,1,0,0,1,1,FALSE
385,0.6057,unknown,Lichfield,United Kingdom,2,female,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,Different City,15153.16722,,0,4,4,1,2,302.337,0,1,FALSE
386,0.6067,unknown,Buxton,United Kingdom,2,male,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,Different City,15153.16722,,1,0,4,2,2,355.566,0,1,FALSE
387,0.0072,unknown,Glasgow,United Kingdom,4,male,0,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,0,0,4,2,2,494.75,0,1,FALSE
