id,Registration_Interval_Days,Age,City,Country,Recruitment_Generation,Gender,Number_of_Recruits,Heard_From,Recruiter_id,Recruiter_Age,Recruiter_City,Recruiter_Country,Recruiter_Gender,Recruiter_Number_of_Recruits,Recruiter_Heard_From,Same_Heard_From_as_Recruiter,Location_Comparison,Recruiter_Join_Date_Numeric_Days,,Same_Gender_as_Recruiter,Heard_Through_Medium,Recruiter_Heard_Through_Medium,Heard_Through_Same_Medium_as_Recruiter,Same_Age_as_Recruiter,Distance_from_Recruiter,Same_City_as_Recruiter,Same_Country_as_Recruiter,Has_Recruits
560,0.0018,2,New Delhi,India,2,male,0,3,559,2,New Delhi,India,male,3,3,1,Same City,15154.94738,,1,4,4,1,1,0,1,1,FALSE
561,6.0371,unknown,Sacramento,United States,1,unknown,1,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,2,0,6,2,2,1006.09,0,1,TRUE
562,1.4878,unknown,Driffield,United Kingdom,2,male,0,0,258,3,Heriot,United Kingdom,male,13,100,2,Different City,15153.47372,,1,0,4,2,2,253.927,0,1,FALSE
563,6.0941,unknown,Den Haag,Netherlands,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7832.02,0,0,FALSE
564,21.91,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
565,21.9122,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
566,21.9141,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
567,21.9168,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
568,21.9281,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
569,21.9304,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
570,6.1241,unknown,London,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7701.99,0,0,FALSE
571,6.1241,1,Barnsley,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7466.7,0,0,FALSE
573,6.126,unknown,Havant,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7722.4,0,0,FALSE
574,21.9339,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
575,6.1263,unknown,Dudley,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7531.39,0,0,FALSE
576,6.127,unknown,Manchester,United Kingdom,1,male,3,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7440.96,0,0,TRUE
577,6.127,unknown,Bath,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7617.68,0,0,FALSE
578,6.128,unknown,Glasgow,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7155.34,0,0,FALSE
579,6.1281,2,,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,0,6,2,1,7229.77,2,0,FALSE
580,21.9372,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
581,6.1298,3,Luton,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7656.98,0,0,FALSE
582,6.1299,unknown,,United Kingdom,1,male,1,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,TRUE
583,6.1317,unknown,Northampton,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7604.95,0,0,FALSE
584,1.0748,2,,United Kingdom,2,female,0,1,452,unknown,London,United Kingdom,female,1,0,2,unknown,15153.97633,,1,10,0,2,2,482.987,2,1,FALSE
585,0.0029,1,London,United Kingdom,2,female,0,1,582,unknown,,United Kingdom,male,1,0,2,unknown,15155.04914,,0,4,0,2,2,482.987,2,1,FALSE
586,21.9422,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
587,6.1348,2,,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,4,6,0,1,7229.77,2,0,FALSE
588,6.1362,unknown,Macclesfield,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7465.36,0,0,FALSE
589,6.1364,unknown,London,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7701.99,0,0,FALSE
590,6.1375,unknown,,,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,0,2,2,FALSE
591,21.9475,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
592,6.143,unknown,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,FALSE
593,21.951,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
594,6.1476,2,Waterlooville,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,1,7717.74,0,0,FALSE
595,6.1486,unknown,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,FALSE
596,6.1497,1,,,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,2,6,0,0,0,2,2,FALSE
597,0.0245,2,Chelmsford,United Kingdom,2,female,0,1,576,unknown,Manchester,United Kingdom,male,3,0,2,Different City,15155.04619,,0,4,0,2,2,267.36,0,1,FALSE
598,6.1544,unknown,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,FALSE
599,6.1548,3,,,1,female,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,0,6,6,1,0,0,2,2,FALSE
600,6.1556,3,Brighouse,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,0,7441.42,0,0,FALSE
601,21.9642,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
602,21.9675,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
603,6.1612,unknown,Manchester,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7440.96,0,0,FALSE
604,21.9693,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
605,21.9738,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
606,21.9759,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
607,0.0442,2,Crumlin,United Kingdom,2,female,0,1,576,unknown,Manchester,United Kingdom,male,3,0,2,Different City,15155.04619,,0,4,0,2,2,288.671,0,1,FALSE
608,0.0451,2,Crumlin,United Kingdom,2,female,0,1,576,unknown,Manchester,United Kingdom,male,3,0,2,Different City,15155.04619,,0,4,0,2,2,288.671,0,1,FALSE
609,21.9804,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
610,21.9823,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
611,6.1747,unknown,Birmingham,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7541.75,0,0,FALSE
612,1.4181,unknown,,United Kingdom,4,female,0,0,330,3,Colchester,United Kingdom,female,3,1,2,unknown,15153.6776,,1,1,4,0,2,480.921,2,1,FALSE
613,21.9855,unknown,Port Stanley,Canada,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,5741.48,0,0,FALSE
614,6.1797,unknown,Wigan,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7418.89,0,0,FALSE
616,0.2762,3,Worcester,United Kingdom,4,male,0,1,549,3,Banbury,United Kingdom,female,3,1,1,Different City,15154.8274,,0,4,4,1,1,61.943,0,1,FALSE
617,6.1844,unknown,Manchester,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7440.96,0,0,FALSE
618,6.1915,unknown,Leeds,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7442.35,0,0,FALSE
619,6.1918,2,Livingston,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,0,6,2,1,7182.36,0,0,FALSE
620,1.6443,unknown,Congleton,United Kingdom,2,female,0,0,258,3,Heriot,United Kingdom,male,13,100,2,Different City,15153.47372,,0,0,4,2,2,292.628,0,1,FALSE
621,6.2089,3,Market Harborough,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,0,7583.61,0,0,FALSE
622,6.2248,unknown,Gloucester,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7580.69,0,0,FALSE
623,1.5466,3,Reading,United Kingdom,2,female,0,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,794.263,2,0,FALSE
624,1.5482,3,Reading,United Kingdom,2,female,0,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,794.263,2,0,FALSE
627,0.1208,unknown,,United Kingdom,1,male,0,0,572,2,Newcastle Upon Tyne,United Kingdom,female,1,100,2,unknown,15155.04493,,0,4,0,2,2,123.744,2,1,FALSE
628,1.6185,3,Bristol,United Kingdom,3,female,0,3,279,3,Thatcham,United Kingdom,female,13,1,0,Different City,15153.54958,,1,4,4,1,1,91.7985,0,1,FALSE
629,22.0603,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
632,1.6602,3,Birmingham,United Kingdom,4,female,0,1,283,unknown,Middlesbrough,United Kingdom,female,2,0,2,Different City,15153.56042,,1,4,1,0,2,236.252,0,1,FALSE
633,6.3038,2,Offenbach,Germany,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,6,6,1,1,8187.7,0,0,FALSE
634,6.4315,3,Witney,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,100,6,0,0,7619.89,0,0,FALSE
635,6.4876,unknown,Billericay,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7714.3,0,0,FALSE
637,6.5482,2,,,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,4,6,0,1,0,2,2,FALSE
638,1.7986,unknown,,United Kingdom,4,unknown,0,0,330,3,Colchester,United Kingdom,female,3,1,2,unknown,15153.6776,,2,1,4,0,2,480.921,2,1,FALSE
639,6.5625,2,,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,1,7229.77,2,0,FALSE
640,6.57,2,Ipswich,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,1,7706.54,0,0,FALSE
641,6.572,1,,United Kingdom,1,unknown,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,2,6,6,1,0,7229.77,2,0,FALSE
642,6.5781,3,Bedford,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,6,6,1,0,7632.44,0,0,FALSE
643,6.5795,4,Waterlooville,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7717.74,0,0,FALSE
644,6.5807,unknown,Bracknell,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7683.43,0,0,FALSE
645,6.5917,2,,United States,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,6,6,1,1,2463.78,2,1,FALSE
646,6.5921,3,Salisbury,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,6,6,1,0,7668.96,0,0,FALSE
647,6.5966,3,Birmingham,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7541.75,0,0,FALSE
648,6.6092,2,Waterlooville,United Kingdom,1,male,1,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,4,6,0,1,7717.74,0,0,TRUE
649,6.6196,2,Bristol,United Kingdom,1,male,0,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7600.93,0,0,FALSE
650,6.6245,3,Manchester,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,100,6,0,0,7440.96,0,0,FALSE
651,6.6313,3,Vթlizy,France,1,male,4,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,8043.28,0,0,TRUE
652,22.4398,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
653,6.6323,2,Merthyr Tydfil,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7540.86,0,0,FALSE
654,6.6371,2,Farnborough,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7694.82,0,0,FALSE
657,0.0011,3,,Germany,1,male,0,1,656,3,Newbury,United Kingdom,male,2,4,0,unknown,15155.56527,,1,2,4,0,1,818.706,2,0,FALSE
658,1.9567,3,Heriot,United Kingdom,1,male,0,1,310,3,Heriot,United Kingdom,male,3,100,0,Same City,15153.62584,,1,1,0,2,1,0,1,1,FALSE
659,6.6665,3,Tansley,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7501.44,0,0,FALSE
660,6.6704,4,Ripe,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,0,6,2,0,7769.7,0,0,FALSE
661,6.6757,3,,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,4,6,0,0,7229.77,2,0,FALSE
662,12.7752,2,London,United Kingdom,1,male,0,1,86,3,Oxford,United Kingdom,male,17,3,0,Different City,15142.82505,,1,1,1,1,0,82.4636,0,1,FALSE
665,6.7086,2,,Europe,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,1,6,0,1,7984.78,2,0,FALSE
666,6.7226,3,Bristol,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7600.93,0,0,FALSE
667,6.7289,2,,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,1,6,0,1,7229.77,2,0,FALSE
668,0.0894,3,Billericay,United Kingdom,1,female,0,1,655,3,,Germany,male,2,100,0,unknown,15155.56112,,0,1,4,0,1,697.63,2,0,FALSE
669,0.1002,3,Norway,United States,2,male,0,2,651,3,Vթlizy,France,male,4,100,0,Different Country,15155.5505,,1,1,1,1,1,5376.57,0,0,FALSE
670,6.7365,unknown,Uxbridge,United Kingdom,1,male,1,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7683.47,0,0,TRUE
671,2.1835,unknown,Bristol,United Kingdom,2,male,0,0,258,3,Heriot,United Kingdom,male,13,100,2,Different City,15153.47372,,1,0,4,2,2,479.069,0,1,FALSE
672,22.5597,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
673,22.5616,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
674,6.7542,3,Slough,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7681.9,0,0,FALSE
675,6.7562,2,Rochdale,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7432.98,0,0,FALSE
676,0.0241,unknown,,United Kingdom,2,male,0,0,670,unknown,Uxbridge,United Kingdom,male,1,0,2,unknown,15155.65569,,1,0,0,2,2,468.689,2,1,FALSE
677,6.761,3,Gardiner,United States,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different City,15148.91922,,0,4,6,0,0,936.84,0,1,FALSE
678,22.5792,1,,United Kingdom,1,female,0,1,64,2,Chesterfield,United Kingdom,female,142,3,0,unknown,15133.11131,,1,1,4,0,0,271.832,2,1,FALSE
679,6.7754,2,Rochdale,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7432.98,0,0,FALSE
680,6.7772,3,Bedford,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7632.44,0,0,FALSE
681,22.591,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
682,22.5932,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
683,6.7871,3,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,100,6,0,0,7229.77,2,0,FALSE
684,22.5988,unknown,,United Kingdom,1,unknown,1,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,TRUE
685,0.0016,unknown,,United Kingdom,2,unknown,0,0,684,unknown,,United Kingdom,unknown,1,0,2,unknown,15155.71021,,2,1,1,1,2,0,2,1,FALSE
686,6.7972,2,London,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,1,7701.99,0,0,FALSE
687,22.6065,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
688,6.8131,3,Bristol,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,1,6,0,0,7600.93,0,0,FALSE
689,6.8162,3,Wolfgang,Germany,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,8192.43,0,0,FALSE
690,6.8163,2,London,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,1,7701.99,0,0,FALSE
691,6.8205,unknown,Sunderland,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7353.69,0,0,FALSE
692,3.201,unknown,,United States,1,male,0,0,136,2,Reading,United Kingdom,female,24,5,2,unknown,15152.55799,,0,0,4,2,2,7173.75,2,0,FALSE
694,22.6495,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
695,6.8422,2,Coventry,United Kingdom,1,male,1,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,4,6,0,1,7564.38,0,0,TRUE
696,0.0064,2,Coventry,United Kingdom,2,female,0,100,695,2,Coventry,United Kingdom,male,1,5,0,Same City,15155.76145,,0,4,4,1,1,0,1,1,FALSE
697,3.2151,unknown,Sacramento,United States,1,female,0,0,136,2,Reading,United Kingdom,female,24,5,2,Different Country,15152.55799,,1,0,4,2,2,8463.81,0,0,FALSE
698,6.8549,2,Keele,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,1,7480.25,0,0,FALSE
699,0.0001,1,Manchester,United Kingdom,1,male,1,5,993,unknown,Manchester,United Kingdom,unknown,1,0,2,Same City,15157.58218,,2,6,0,2,2,0,1,1,TRUE
700,2.2133,unknown,Saint Albans,United Kingdom,5,unknown,0,0,287,2,Liverpool,United Kingdom,female,5,1,2,Different City,15153.56438,,2,4,4,1,2,257.318,0,1,FALSE
701,3.2401,2,Ramat Gan,Israel,1,male,0,100,136,2,Reading,United Kingdom,female,24,5,0,Different Country,15152.55799,,0,4,4,1,1,3613.12,0,0,FALSE
702,0.6278,unknown,,United Kingdom,1,male,0,0,630,2,Cardiff,United Kingdom,female,3,1,2,unknown,15155.18878,,0,0,6,2,2,433.737,2,1,FALSE
703,3.2652,2,,United Kingdom,1,male,0,1,136,2,Reading,United Kingdom,female,24,5,0,unknown,15152.55799,,0,0,4,2,1,466.033,2,1,FALSE
704,6.912,unknown,Norwich,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7661.62,0,0,FALSE
706,1.8363,2,,United Kingdom,1,male,0,1,478,2,Ellesmere Port,United Kingdom,male,1,1,1,unknown,15154.0212,,1,4,4,1,1,235.985,2,1,FALSE
707,0.6767,3,Bristol,United Kingdom,1,female,0,1,630,2,Cardiff,United Kingdom,female,3,1,1,Different City,15155.18878,,1,4,6,0,0,41.0737,0,1,FALSE
708,6.9534,3,Oxford,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,100,6,0,0,7632.66,0,0,FALSE
709,2.2208,4,Tiverton,United Kingdom,3,male,0,1,324,unknown,Liverpool,United Kingdom,male,4,0,2,Different City,15153.6666,,1,1,1,1,2,280.853,0,1,FALSE
710,6.9689,2,Reading,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,1,7670.81,0,0,FALSE
711,22.7926,unknown,Derby,United Kingdom,1,female,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,1,1,4,0,2,34.9412,0,1,FALSE
712,22.7944,2,Derby,United Kingdom,1,female,0,1,64,2,Chesterfield,United Kingdom,female,142,3,0,Different City,15133.11131,,1,1,4,0,1,34.9412,0,1,FALSE
713,6.9945,3,Aberdeen,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7133.72,0,0,FALSE
714,6.9971,2,Grand Rapids,United States,1,male,0,1,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,10,6,0,1,2887.49,0,1,FALSE
715,2.5012,2,,United States,2,female,0,2,247,2,Sterling,United States,female,1,3,0,unknown,15153.43434,,1,1,4,0,1,1612.86,2,1,FALSE
716,7.0197,3,London,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,1,6,0,0,7701.99,0,0,FALSE
717,7.0264,3,Middlesbrough,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7388.42,0,0,FALSE
718,7.0482,3,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,0,7229.77,2,0,FALSE
719,13.1435,1,Port Stanley,Canada,1,male,0,1,86,3,Oxford,United Kingdom,male,17,3,0,Different Country,15142.82505,,1,4,1,0,0,5816.79,0,0,FALSE
720,7.0538,3,,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,7229.77,2,0,FALSE
721,2.4154,3,Coventry,United Kingdom,1,male,0,1,290,3,Welling,United Kingdom,female,3,100,0,Different City,15153.57266,,0,10,6,0,1,152.452,0,1,FALSE
722,7.0775,3,Warwick,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7572.43,0,0,FALSE
723,7.083,3,Wrexham,United Kingdom,1,male,1,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7446.85,0,0,TRUE
724,7.0966,unknown,Wildau,Germany,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,8146.63,0,0,FALSE
725,1.0641,4,Sacramento,United States,2,female,0,1,561,unknown,Sacramento,United States,unknown,1,0,2,Same City,15154.95631,,2,4,0,2,2,0,1,1,FALSE
726,7.1029,3,,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,1,6,6,1,0,7229.77,2,0,FALSE
727,7.1037,2,Brighton,United Kingdom,1,female,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,1,6,0,1,7762,0,0,FALSE
729,22.931,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
730,7.1253,unknown,London,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7701.99,0,0,FALSE
731,22.9346,unknown,,United Kingdom,1,male,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,0,1,4,0,2,271.832,2,1,FALSE
733,22.9366,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
